Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
GE26813,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal L3,Call Center,475.2,Four-Door Car,Small
QW40254,Oregon,Basic,College,Employed,M,28447,Suburban,Married,67,20,99,0,3,Personal L3,Agent,321.6,Four-Door Car,Medsize
MH76107,California,Basic,College,Employed,M,56586,Rural,Married,100,33,86,0,1,Personal L3,Agent,121.928014,Sports Car,Medsize
ZH28728,Oregon,Premium,Bachelor,Unemployed,M,0,Suburban,Married,172,5,33,0,1,Personal L3,Call Center,825.6,SUV,Medsize
SF29524,Oregon,Basic,Doctor,Retired,M,19186,Suburban,Divorced,62,10,34,0,5,Personal L1,Branch,297.6,Four-Door Car,Small
WZ56476,California,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal L3,Agent,481.025786,Four-Door Car,Medsize
RA97108,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,91,21,23,0,3,Personal L2,Call Center,436.8,Four-Door Car,Medsize
LT57545,California,Basic,College,Medical Leave,F,18892,Rural,Married,73,33,76,0,5,Personal L2,Web,106.814987,Four-Door Car,Medsize
MM97107,Oregon,Premium,High School or Below,Medical Leave,M,19066,Suburban,Married,103,5,61,0,2,Personal L2,Agent,494.4,Two-Door Car,Medsize
RO82935,Nevada,Basic,High School or Below,Medical Leave,F,18120,Suburban,Married,63,34,90,4,2,Personal L3,Web,302.4,Two-Door Car,Small
LV27997,Oregon,Basic,College,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal L2,Web,268.471802,Four-Door Car,Medsize
RJ32720,Arizona,Extended,College,Employed,F,86036,Suburban,Divorced,90,8,20,3,2,Personal L3,Web,501.26513,Four-Door Car,Medsize
KR90607,Washington,Basic,College,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal L1,Agent,862.49778,SUV,Medsize
PZ95949,Arizona,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal L3,Branch,441.6,Two-Door Car,Medsize
GI25850,Arizona,Basic,High School or Below,Employed,F,20053,Rural,Married,62,2,24,1,2,Personal L3,Call Center,9.832575,Four-Door Car,Medsize
QH60569,California,Extended,College,Employed,F,71587,Rural,Married,99,1,74,0,2,Personal L3,Agent,133.103003,Two-Door Car,Medsize
II27516,California,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal L3,Call Center,384,Two-Door Car,Large
QI21338,Oregon,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal L3,Call Center,556.8,Two-Door Car,Small
HG83893,Nevada,Basic,High School or Below,Employed,F,59183,Suburban,Married,113,11,91,0,5,Personal L2,Agent,542.4,SUV,Medsize
RN66346,California,Basic,Master,Employed,M,91015,Rural,Divorced,73,31,30,1,2,Personal L3,Agent,119.062347,Two-Door Car,Medsize
TD90177,Oregon,Basic,College,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal L2,Agent,300.056383,Four-Door Car,Medsize
SA62385,Oregon,Extended,High School or Below,Medical Leave,F,26526,Suburban,Married,99,0,86,0,3,Personal L3,Call Center,523.701824,Four-Door Car,Medsize
NL68893,California,Basic,Bachelor,Employed,M,76608,Rural,Married,62,2,2,0,1,Personal L3,Call Center,91.229768,Four-Door Car,Small
LA31975,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,194,23,34,0,7,Personal L3,Branch,931.2,Luxury SUV,Small
SU32452,Arizona,Extended,Bachelor,Employed,F,89196,Rural,Divorced,81,17,52,0,1,Personal L3,Agent,41.182611,Four-Door Car,Small
MZ79386,California,Extended,Bachelor,Employed,F,88893,Rural,Married,86,5,63,0,9,Personal L3,Call Center,72.86746,Four-Door Car,Small
OY15095,Oregon,Extended,Bachelor,Unemployed,M,0,Suburban,Single,97,20,9,4,7,Personal L3,Agent,609.046345,Two-Door Car,Medsize
LD48189,Nevada,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal L2,Agent,547.2,Four-Door Car,Medsize
EK13316,Arizona,Basic,Bachelor,Employed,F,53249,Suburban,Married,67,32,10,0,3,Personal L3,Web,343.340361,Four-Door Car,Large
FE82005,Oregon,Basic,Bachelor,Medical Leave,F,26304,Suburban,Single,63,22,93,0,1,Personal L3,Call Center,302.4,Four-Door Car,Medsize
BL44708,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,34,10,0,2,Personal L2,Branch,504,Two-Door Car,Small
PQ65328,Oregon,Basic,High School or Below,Employed,M,71460,Rural,Married,74,11,77,5,1,Personal L3,Call Center,93.951709,Four-Door Car,Medsize
BL66157,California,Extended,Bachelor,Employed,F,96413,Suburban,Married,99,3,78,0,1,Personal L2,Web,560.045764,Four-Door Car,Small
SN26999,Oregon,Extended,High School or Below,Employed,F,98542,Suburban,Single,90,1,93,0,2,Personal L3,Agent,432,Two-Door Car,Small
TS81548,Oregon,Basic,Master,Employed,F,43416,Suburban,Married,70,7,99,0,5,Personal L3,Branch,336,Four-Door Car,Medsize
LZ98529,Arizona,Basic,High School or Below,Retired,M,11721,Suburban,Divorced,102,2,56,2,2,Personal L2,Agent,560.91624,SUV,Medsize
FM10372,California,Extended,College,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal L3,Branch,30.423443,Four-Door Car,Large
QX54666,California,Basic,High School or Below,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal L3,Branch,302.4,Four-Door Car,Medsize
FR48094,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,15,59,0,1,Personal L3,Branch,525.6,Four-Door Car,Small
FH61723,California,Basic,Bachelor,Employed,F,52513,Rural,Married,65,0,76,3,2,Personal L3,Web,91.244938,Two-Door Car,Medsize
QY83498,Oregon,Extended,College,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal L3,Agent,420.041981,Four-Door Car,Medsize
GC81619,Oregon,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal L1,Branch,547.2,SUV,Medsize
BD84823,Oregon,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal L2,Agent,494.4,Four-Door Car,Medsize
EU78163,California,Basic,College,Disabled,F,20181,Suburban,Married,66,8,66,2,3,Personal L2,Agent,316.8,Four-Door Car,Medsize
HS74723,Arizona,Extended,College,Employed,F,80969,Suburban,Married,217,1,80,0,3,Personal L3,Web,1041.6,Luxury SUV,Small
LX27768,Oregon,Basic,Bachelor,Employed,F,74057,Suburban,Married,105,12,75,1,1,Personal L2,Branch,632.244063,SUV,Small
YB91420,Oregon,Basic,Bachelor,Employed,F,32225,Suburban,Married,66,23,90,0,2,Personal L1,Agent,316.8,Four-Door Car,Medsize
QA45054,Arizona,Basic,High School or Below,Employed,F,60909,Urban,Married,112,8,94,0,5,Personal L2,Agent,412.106287,SUV,Small
CW57656,Oregon,Extended,College,Employed,F,75457,Rural,Married,93,0,79,0,2,Personal L3,Agent,151.572213,Four-Door Car,Medsize
MR22119,Oregon,Basic,High School or Below,Employed,M,24059,Suburban,Married,112,31,17,0,1,Personal L3,Web,537.6,SUV,Medsize
DI22093,California,Extended,College,Employed,M,56480,Urban,Married,87,13,62,0,2,Personal L3,Call Center,384.695536,Four-Door Car,Medsize
XB30904,Arizona,Basic,High School or Below,Employed,M,97026,Rural,Married,73,30,66,0,3,Personal L3,Call Center,97.417808,Two-Door Car,Medsize
VF15321,Washington,Basic,College,Employed,M,54010,Suburban,Married,69,5,89,0,1,Personal L2,Branch,331.2,Four-Door Car,Medsize
LX71137,Arizona,Extended,Bachelor,Employed,F,87485,Suburban,Divorced,92,12,57,0,1,Personal L3,Branch,441.6,Four-Door Car,Medsize
SI35064,Washington,Basic,Bachelor,Employed,F,74583,Rural,Married,118,31,20,0,4,Personal L1,Agent,161.210468,SUV,Medsize
SI26369,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,64,25,25,0,8,Personal L3,Call Center,460.8,Two-Door Car,Medsize
LD69905,Arizona,Extended,High School or Below,Medical Leave,M,21238,Suburban,Married,95,11,38,4,4,Personal L2,Call Center,456,Four-Door Car,Medsize
VY84895,Nevada,Extended,High School or Below,Unemployed,F,0,Suburban,Single,93,8,48,0,8,Personal L3,Branch,669.6,Four-Door Car,Medsize
UA38043,California,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal L2,Branch,572.072106,Four-Door Car,Medsize
WM46083,Arizona,Basic,Master,Employed,M,58237,Urban,Divorced,63,34,22,3,1,Personal L2,Branch,273.691831,Two-Door Car,Medsize
GQ57207,California,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal L2,Web,352.394515,Four-Door Car,Medsize
CQ80529,Oregon,Basic,College,Employed,F,57283,Urban,Single,106,9,85,1,1,Personal L3,Web,337.95778,SUV,Medsize
LN99954,Washington,Premium,Master,Unemployed,M,0,Suburban,Divorced,104,33,19,0,2,Personal L2,Branch,622.88852,Four-Door Car,Medsize
TU27017,California,Extended,Bachelor,Employed,M,41460,Suburban,Married,83,1,54,0,4,Personal L3,Branch,398.4,Four-Door Car,Medsize
WS46887,Washington,Premium,Bachelor,Employed,F,85165,Urban,Single,101,8,81,0,2,Personal L2,Branch,384.31404,Four-Door Car,Medsize
GQ32356,Nevada,Premium,High School or Below,Unemployed,F,0,Suburban,Single,111,10,75,0,1,Personal L3,Agent,799.2,Four-Door Car,Medsize
PZ81131,California,Basic,Bachelor,Employed,F,36723,Suburban,Married,106,13,18,1,1,Personal L3,Agent,580.091966,SUV,Medsize
ZW79814,California,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal L1,Agent,599.000883,Two-Door Car,Medsize
KV79964,Arizona,Premium,Doctor,Employed,M,32260,Suburban,Married,113,8,99,0,4,Personal L1,Branch,601.124657,Four-Door Car,Medsize
WE38399,California,Basic,Bachelor,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal L1,Branch,467.803638,Two-Door Car,Medsize
MI13678,Oregon,Basic,High School or Below,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal L3,Branch,89.398794,Four-Door Car,Medsize
VA63861,California,Basic,College,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal L3,Web,297.6,Four-Door Car,Medsize
EH70612,California,Basic,College,Unemployed,M,0,Suburban,Single,61,2,54,2,1,Personal L1,Branch,439.2,Two-Door Car,Small
UO40726,Oregon,Extended,Bachelor,Employed,F,28089,Suburban,Single,82,11,72,1,1,Personal L2,Agent,411.856297,Two-Door Car,Medsize
ZY49833,California,Basic,Bachelor,Employed,F,87020,Urban,Married,74,6,84,0,8,Personal L2,Web,331.116399,Four-Door Car,Small
HZ47488,California,Basic,Doctor,Employed,M,27907,Suburban,Divorced,74,3,38,1,1,Personal L2,Call Center,406.439436,Four-Door Car,Medsize
LP51258,Oregon,Basic,Bachelor,Employed,F,91811,Urban,Married,70,1,85,0,1,Personal L3,Call Center,333.7925,Four-Door Car,Medsize
OX53879,Arizona,Basic,Bachelor,Employed,M,92427,Rural,Married,64,2,48,2,3,Personal L3,Call Center,126.049033,Four-Door Car,Large
QV76563,Arizona,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal L2,Agent,331.2,Four-Door Car,Small
LL56632,Oregon,Basic,High School or Below,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal L3,Agent,703.118925,SUV,Medsize
FO78512,California,Basic,Master,Employed,M,41775,Rural,Married,109,11,80,0,2,Personal L3,Web,104.672657,Sports Car,Medsize
HP77890,Washington,Basic,College,Employed,F,56457,Rural,Single,73,27,68,0,2,Personal L2,Web,138.460771,Four-Door Car,Large
GE45663,Arizona,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal L3,Web,261.930545,Two-Door Car,Medsize
UW90223,California,Basic,Bachelor,Employed,F,27839,Suburban,Married,65,20,54,5,1,Personal L1,Agent,312,Two-Door Car,Small
LC58452,California,Basic,High School or Below,Employed,M,88240,Suburban,Divorced,117,3,94,0,1,Personal L1,Branch,561.6,SUV,Small
WO25669,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Married,102,10,90,0,2,Personal L1,Branch,1123.212014,SUV,Medsize
NG59515,California,Extended,College,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal L2,Branch,619.2,SUV,Medsize
AQ52711,Oregon,Premium,Bachelor,Employed,F,65337,Suburban,Married,173,9,22,1,1,Personal L3,Agent,830.4,SUV,Large
NG62780,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal L2,Agent,292.8,Four-Door Car,Small
YN46118,Arizona,Basic,High School or Below,Employed,F,20951,Suburban,Single,65,2,50,0,5,Personal L1,Branch,312,Four-Door Car,Small
CW77053,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,62,22,46,0,3,Personal L2,Agent,297.6,Four-Door Car,Medsize
IN26765,Oregon,Basic,College,Employed,M,62912,Rural,Married,69,9,89,0,2,Personal L1,Branch,168.358644,Two-Door Car,Medsize
JQ70222,Washington,Basic,High School or Below,Employed,F,53055,Suburban,Single,112,30,30,2,3,Personal L1,Call Center,537.6,SUV,Small
LU49168,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,63,24,89,0,2,Personal L3,Branch,302.4,Two-Door Car,Large
IP76282,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,22,44,0,8,Personal L2,Agent,463.382118,Four-Door Car,Medsize
NZ98813,California,Basic,High School or Below,Medical Leave,F,29658,Suburban,Divorced,119,20,66,0,2,Personal L3,Call Center,571.2,SUV,Medsize
HI71466,California,Extended,College,Employed,M,23459,Rural,Married,96,17,19,0,1,Personal L3,Branch,185.070399,Four-Door Car,Medsize
RO70057,Nevada,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal L1,Branch,398.4,Two-Door Car,Small
FO13691,Oregon,Basic,Doctor,Employed,M,73740,Urban,Divorced,64,23,3,0,3,Personal L3,Agent,229.272206,Two-Door Car,Medsize
IP87756,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Single,125,23,64,0,1,Personal L2,Branch,900,SUV,Small
SR24177,Nevada,Extended,Bachelor,Employed,M,31725,Rural,Single,76,31,9,0,5,Personal L2,Agent,177.234,Two-Door Car,Medsize
BS91742,Washington,Extended,College,Employed,M,49659,Suburban,Divorced,234,31,15,0,9,Personal L3,Web,1684.8,Luxury Car,Large
UJ38473,California,Basic,Bachelor,Employed,M,81197,Rural,Married,109,2,42,0,2,Personal L1,Branch,94.731199,Sports Car,Small
BP54465,Arizona,Extended,Master,Employed,F,43922,Rural,Married,88,26,88,0,2,Personal L3,Web,108.701381,Four-Door Car,Medsize
HW61722,Oregon,Basic,Bachelor,Unemployed,F,0,Urban,Married,66,15,24,0,2,Personal L3,Web,278.574142,Four-Door Car,Medsize
CE17855,Oregon,Extended,Master,Employed,F,68745,Suburban,Married,80,5,42,0,1,Personal L3,Branch,473.613006,Four-Door Car,Medsize
ZX50209,California,Extended,College,Employed,F,29815,Rural,Single,95,35,18,0,2,Personal L1,Agent,76.175672,Four-Door Car,Medsize
CZ84042,Oregon,Basic,High School or Below,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal L1,Branch,22.945038,Two-Door Car,Medsize
SQ54906,Oregon,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal L3,Branch,316.8,Four-Door Car,Small
QE21030,Washington,Basic,High School or Below,Employed,M,24661,Suburban,Married,196,6,28,0,7,Personal L1,Call Center,1961.162049,Luxury SUV,Medsize
WP60679,Oregon,Basic,Bachelor,Employed,M,95351,Urban,Married,111,31,74,0,5,Personal L1,Web,406.48025,Sports Car,Medsize
TS76653,Nevada,Extended,Master,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal L2,Branch,650.52179,Sports Car,Medsize
IJ28717,Oregon,Basic,College,Employed,M,31503,Suburban,Married,105,17,74,3,2,Personal L2,Agent,504,SUV,Medsize
KN90631,Nevada,Basic,High School or Below,Retired,F,28120,Suburban,Married,112,7,52,0,3,Personal L3,Web,537.6,SUV,Medsize
KU59569,California,Basic,College,Unemployed,F,0,Suburban,Single,106,3,90,0,8,Personal L3,Agent,763.2,Sports Car,Medsize
IE71278,California,Extended,Bachelor,Employed,M,44369,Urban,Divorced,77,7,35,3,1,Personal L2,Web,362.276183,Four-Door Car,Medsize
VY76337,Washington,Basic,High School or Below,Disabled,M,15131,Suburban,Married,67,14,13,0,9,Personal L3,Agent,321.6,Four-Door Car,Large
YC77374,California,Basic,Bachelor,Employed,F,26890,Suburban,Married,65,28,37,0,4,Personal L3,Branch,312,Two-Door Car,Small
FX78218,California,Basic,Doctor,Employed,M,45855,Rural,Married,62,0,26,1,1,Personal L3,Web,0.887629,Four-Door Car,Large
MO82744,California,Basic,Bachelor,Employed,F,45586,Urban,Divorced,72,17,20,0,4,Personal L2,Branch,203.42306,Four-Door Car,Medsize
YC53575,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,15,20,0,2,Personal L2,Branch,590.4,Four-Door Car,Medsize
ES82658,Oregon,Extended,Master,Employed,M,46648,Rural,Divorced,81,8,26,0,7,Personal L3,Web,123.576765,Four-Door Car,Medsize
AZ43057,California,Basic,Master,Employed,M,50798,Rural,Married,72,21,59,0,7,Personal L3,Call Center,64.977867,Four-Door Car,Medsize
XU56756,Oregon,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal L1,Agent,86.461582,Four-Door Car,Medsize
TM24806,Oregon,Extended,College,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal L2,Agent,412.8,Four-Door Car,Medsize
ZH18791,Oregon,Basic,Bachelor,Unemployed,M,0,Rural,Married,67,21,85,0,8,Personal L3,Branch,80.753763,Four-Door Car,Medsize
CE10235,California,Extended,Bachelor,Employed,F,85023,Suburban,Married,85,4,69,0,1,Personal L1,Agent,408,Four-Door Car,Medsize
PC76141,Nevada,Basic,Bachelor,Medical Leave,M,22932,Suburban,Married,62,2,97,0,1,Personal L1,Web,297.6,Four-Door Car,Small
RV98208,Arizona,Basic,College,Employed,F,54189,Rural,Married,62,11,84,0,3,Personal L1,Agent,29.035528,Two-Door Car,Medsize
LJ21457,California,Basic,College,Employed,M,42247,Suburban,Divorced,74,4,52,0,1,Personal L3,Web,355.2,Two-Door Car,Small
MV86976,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,96,31,85,0,1,Personal L2,Agent,726.132858,Four-Door Car,Medsize
HS13676,California,Premium,High School or Below,Unemployed,M,0,Suburban,Single,117,3,33,0,9,Personal L2,Agent,983.127481,Four-Door Car,Medsize
OX35378,Oregon,Extended,Bachelor,Employed,M,36706,Suburban,Married,80,19,67,0,1,Personal L3,Agent,488.296267,Four-Door Car,Medsize
TM61357,Nevada,Extended,Bachelor,Employed,M,72786,Urban,Married,76,10,9,0,2,Personal L1,Agent,363.845631,Four-Door Car,Medsize
CP99334,Oregon,Extended,College,Employed,F,60108,Suburban,Married,78,0,63,0,1,Personal L3,Agent,507.060901,Four-Door Car,Medsize
AO20938,Arizona,Basic,High School or Below,Employed,F,31433,Suburban,Married,100,5,23,0,2,Personal L1,Call Center,635.020091,SUV,Small
OY32548,Washington,Basic,College,Employed,F,27940,Rural,Married,65,21,3,1,4,Personal L3,Agent,27.66775,Two-Door Car,Medsize
XE36531,California,Extended,High School or Below,Employed,F,51246,Suburban,Married,122,4,89,0,1,Personal L3,Web,817.692013,SUV,Medsize
SZ86381,Oregon,Basic,Bachelor,Employed,M,56587,Suburban,Divorced,65,4,88,1,6,Personal L3,Web,312,Four-Door Car,Medsize
YY29772,Arizona,Basic,High School or Below,Employed,F,45025,Suburban,Married,69,35,85,1,1,Personal L2,Agent,452.271771,Four-Door Car,Medsize
QH27767,Oregon,Basic,Doctor,Employed,M,82601,Urban,Divorced,66,9,38,0,3,Personal L2,Agent,186.387874,Four-Door Car,Medsize
IV54766,Oregon,Extended,Master,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal L1,Agent,1294.700423,Luxury SUV,Medsize
AD33653,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,13,17,0,1,Personal L2,Agent,441.6,Two-Door Car,Medsize
HU54636,California,Extended,College,Employed,F,41212,Urban,Married,95,13,27,0,1,Personal L1,Web,405.443681,Four-Door Car,Medsize
CD45044,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,3,94,0,2,Personal L2,Agent,504,Four-Door Car,Medsize
CB61335,California,Extended,High School or Below,Employed,F,21687,Suburban,Married,88,10,68,0,8,Personal L3,Agent,603.100479,Four-Door Car,Medsize
DL53457,California,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal L3,Web,302.4,Four-Door Car,Large
YG68142,Oregon,Basic,High School or Below,Employed,F,72032,Suburban,Married,72,10,73,0,4,Personal L2,Web,438.149129,Four-Door Car,Medsize
UI24036,Washington,Extended,Bachelor,Employed,F,42570,Urban,Married,128,5,52,0,2,Personal L2,Agent,587.409205,SUV,Large
XB43625,Arizona,Basic,Bachelor,Employed,F,66081,Rural,Single,64,31,92,1,1,Personal L3,Branch,42.029731,Four-Door Car,Small
QA66968,California,Extended,Bachelor,Employed,F,46879,Urban,Married,86,3,62,2,3,Personal L3,Agent,324.944098,Four-Door Car,Medsize
YQ98322,Oregon,Basic,Bachelor,Employed,M,36791,Suburban,Divorced,68,26,62,0,3,Personal L2,Agent,326.4,Four-Door Car,Medsize
EN27946,California,Premium,High School or Below,Employed,M,40211,Suburban,Married,106,5,98,2,6,Personal L2,Call Center,710.740743,Two-Door Car,Small
GT18396,Arizona,Extended,College,Employed,M,48642,Rural,Married,77,23,69,0,2,Personal L2,Branch,92.307736,Four-Door Car,Medsize
KL43280,California,Premium,College,Employed,M,69063,Suburban,Married,115,12,65,0,3,Personal L1,Branch,552,Two-Door Car,Small
SN53710,Washington,Extended,High School or Below,Employed,M,80101,Suburban,Single,79,16,8,0,3,Personal L3,Call Center,442.9167,Four-Door Car,Medsize
CT74097,Nevada,Extended,College,Employed,M,51817,Suburban,Divorced,129,20,78,4,2,Personal L1,Branch,712.833284,SUV,Small
HE20556,Arizona,Basic,Bachelor,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal L3,Web,326.4,Four-Door Car,Medsize
RQ41621,Arizona,Basic,Doctor,Employed,F,64640,Urban,Divorced,73,5,94,2,1,Personal L3,Agent,327.912134,Four-Door Car,Medsize
TB88830,California,Basic,Master,Employed,F,64220,Rural,Married,107,3,86,0,7,Personal L2,Branch,48.782626,SUV,Medsize
PT45842,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,64,10,15,0,5,Personal L3,Web,770.254285,Two-Door Car,Small
CV49750,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal L3,Agent,312,Two-Door Car,Medsize
RB63074,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,0,79,0,3,Personal L1,Branch,482.4,Four-Door Car,Medsize
XX73066,Arizona,Basic,Master,Employed,M,43318,Rural,Married,66,35,28,0,5,Personal L2,Branch,48.936563,Four-Door Car,Medsize
VN22337,California,Extended,College,Employed,F,83869,Urban,Married,81,10,23,0,1,Personal L1,Agent,348.186032,Four-Door Car,Medsize
HY46017,California,Basic,College,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal L3,Web,62.625841,Four-Door Car,Large
ZI95657,California,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal L3,Agent,657.6,Sports Car,Medsize
MK93363,Washington,Basic,Master,Employed,F,29133,Suburban,Married,104,27,76,0,1,Personal L1,Branch,499.2,Sports Car,Medsize
BK76340,California,Extended,High School or Below,Disabled,M,16924,Suburban,Single,226,23,69,0,1,Personal L2,Branch,1084.8,Luxury SUV,Medsize
ZM24497,California,Extended,High School or Below,Employed,M,98623,Suburban,Married,211,17,69,0,9,Personal L3,Web,1012.8,Luxury SUV,Large
NW14895,Arizona,Basic,Bachelor,Employed,M,77469,Suburban,Divorced,109,2,98,1,2,Personal L2,Agent,757.170246,SUV,Small
KS42294,California,Basic,College,Employed,F,30535,Rural,Married,66,22,18,0,2,Personal L3,Call Center,94.142294,Four-Door Car,Small
DQ50258,California,Basic,College,Unemployed,M,0,Suburban,Single,67,17,4,0,4,Personal L3,Agent,482.4,Four-Door Car,Medsize
XK10881,Oregon,Basic,Bachelor,Employed,M,39310,Rural,Married,61,5,89,0,3,Personal L3,Agent,93.181865,Four-Door Car,Medsize
LC20778,Nevada,Extended,Master,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal L2,Agent,475.2,Four-Door Car,Small
LH87004,Washington,Basic,College,Employed,M,41418,Suburban,Divorced,112,17,80,0,2,Personal L3,Branch,537.6,SUV,Small
SZ17657,Oregon,Basic,College,Employed,F,67840,Rural,Married,112,34,56,0,5,Personal L3,Web,83.240006,SUV,Small
RF73080,Oregon,Extended,College,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal L3,Agent,460.8,Four-Door Car,Medsize
QA69109,Arizona,Basic,Master,Employed,F,69468,Urban,Married,67,2,3,0,3,Personal L3,Call Center,302.733593,Four-Door Car,Medsize
FK85203,California,Basic,High School or Below,Employed,M,74143,Suburban,Married,114,1,61,0,6,Personal L3,Branch,547.2,SUV,Medsize
ET44462,Arizona,Extended,High School or Below,Employed,M,65165,Suburban,Married,126,14,18,1,1,Personal L1,Web,604.8,SUV,Medsize
SK27185,California,Premium,College,Employed,F,50537,Rural,Married,165,10,35,0,1,Personal L3,Branch,60.005031,SUV,Medsize
JW87443,Oregon,Extended,College,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal L3,Agent,393.6,Four-Door Car,Medsize
OM37610,Nevada,Premium,High School or Below,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal L3,Web,565.837664,Four-Door Car,Medsize
TJ58873,Oregon,Basic,High School or Below,Employed,M,56900,Urban,Married,68,11,34,0,1,Personal L3,Agent,304.115627,Four-Door Car,Medsize
HH99354,Oregon,Basic,Bachelor,Employed,M,67276,Urban,Married,61,7,74,0,2,Personal L2,Call Center,181.804443,Two-Door Car,Medsize
UN90060,Oregon,Basic,High School or Below,Employed,F,30865,Rural,Married,104,33,31,0,7,Personal L3,Web,21.261834,SUV,Medsize
BR76202,California,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal L2,Branch,547.2,SUV,Medsize
MO48960,California,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal L2,Agent,481.025786,Four-Door Car,Medsize
QG50480,Oregon,Basic,College,Unemployed,M,0,Rural,Married,62,18,75,0,3,Personal L3,Agent,135.851316,Two-Door Car,Medsize
RE73564,Oregon,Extended,Bachelor,Employed,F,41098,Urban,Married,96,3,15,0,2,Personal L1,Branch,250.058657,Two-Door Car,Medsize
EN32990,Arizona,Basic,College,Employed,F,89158,Urban,Single,67,34,71,0,6,Personal L2,Branch,272.195232,Four-Door Car,Medsize
OO97388,Oregon,Basic,Master,Employed,F,99612,Suburban,Married,70,14,20,0,1,Personal L1,Agent,336,Two-Door Car,Small
UI64573,Oregon,Extended,High School or Below,Employed,F,94885,Rural,Married,86,18,10,3,1,Personal L1,Web,170.532133,Four-Door Car,Medsize
